COD_EMPRESA,CODIGO,ESTOQUE_INICIAL,QTD_VENDIDA_TOTAL,VENDA_MEDIA_DIARIA,DIAS_COBERTURA_ESTOQUE_INICIAL,DESCRICAO,NIVEL_1,CD_CIDADE,CD_ESTADO
3,466992,0.0,93.0,0.1273972602739726,0.0,LENCOL SOLTE C/ELAS MALHA BASIC   VD,"K - CAMA, MESA E BANHO",Salvador,BA
4,466992,0.0,115.0,0.15753424657534246,0.0,LENCOL SOLTE C/ELAS MALHA BASIC   VD,"K - CAMA, MESA E BANHO",Recife,PE
2,466996,0.0,91.0,0.12465753424657534,0.0,LENCOL CASAL C/ELAS MALHA BASIC   VD,"K - CAMA, MESA E BANHO",Recife,PE
3,466996,0.0,121.0,0.16575342465753426,0.0,LENCOL CASAL C/ELAS MALHA BASIC   VD,"K - CAMA, MESA E BANHO",Salvador,BA
4,466996,0.0,130.0,0.1780821917808219,0.0,LENCOL CASAL C/ELAS MALHA BASIC   VD,"K - CAMA, MESA E BANHO",Recife,PE
7,466996,0.0,73.0,0.1,0.0,LENCOL CASAL C/ELAS MALHA BASIC   VD,"K - CAMA, MESA E BANHO",Natal,RN
8,467656,0.0,345.0,0.4726027397260274,0.0,AP.JANTAR CER.12PC MANDALA    137393,B - UTILIDADES DOMESTICAS,Caruaru,PE
6,467000,0.0,50.0,0.0684931506849315,0.0,LENCOL QUEEN C/ELAS MALHA BASIC   VD,"K - CAMA, MESA E BANHO",Joao Pessoa,PB
1,467022,0.0,55.0,0.07534246575342465,0.0,FRONHA AVULSA MALHA BASIC         VD,"K - CAMA, MESA E BANHO",Garanhuns,PE
3,467022,0.0,242.0,0.3315068493150685,0.0,FRONHA AVULSA MALHA BASIC         VD,"K - CAMA, MESA E BANHO",Salvador,BA
5,467022,0.0,112.0,0.15342465753424658,0.0,FRONHA AVULSA MALHA BASIC         VD,"K - CAMA, MESA E BANHO",Aracaju,SE
6,467022,0.0,87.0,0.11917808219178082,0.0,FRONHA AVULSA MALHA BASIC         VD,"K - CAMA, MESA E BANHO",Joao Pessoa,PB
